title,year,listed_in,country,weighted_average_vote,weighted_allgenders_0age,weighted_allgenders_18age,weighted_allgenders_30age,weighted_allgenders_45age,weighted_males_allages,weighted_males_0age,weighted_males_18age,weighted_males_30age,weighted_males_45age,weighted_females_allages,weighted_females_0age,weighted_females_18age,weighted_females_30age,weighted_females_45age
Class of '83,2020,"Dramas, International Movies, Thrillers",India,5.9,5.906187625,5.987955182,5.754798762,5.864963504,5.8331785,5.903096903,5.984259259,5.759404888,5.875735294,5.90800368,5.903096903,5.921789883,5.89379845,5.884920635
Closed Circuit,2013,"Dramas, Thrillers","United Kingdom, United States",6.2,0,6.178382487,6.08223012,6.232930919,6.181909184,0,6.156682193,6.079451351,6.142911513,6.118010385,0,5.995221843,6.075259875,6.092307692
Cloud Atlas,2012,"Action & Adventure, Cult Movies, Dramas","Germany, United States, Hong Kong, Singapore",7.4,5.960287081,7.675797343,7.39063723,7.067692432,7.393522393,5.944724105,7.668338288,7.388619293,7.061502679,7.469517423,5.911111111,7.691496773,7.344635146,6.992828685
Cloverfield,2008,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",United States,7,6.038053097,6.982469561,6.994278819,6.679955401,6.995855078,6.004524887,6.979313198,7.092891458,6.774271748,6.581205531,5.915187377,6.528366762,6.664600204,6.387997013
Coach Carter,2005,"Dramas, Sports Movies","United States, Germany",7.3,5.994711992,7.450693374,7.078210738,6.888245454,7.283865577,5.965963567,7.442001667,7.074984887,6.87020649,7.29198531,5.914314115,7.280930931,7.027700464,6.617562724
Company,2002,"Action & Adventure, Dramas, International Movies",India,8,5.895214357,7.440745672,7.744401168,6.387410926,7.820328542,5.895214357,7.426386233,7.732108687,6.331754161,6.375126904,0,6.01239593,6.208469539,6.033034111
Contract,2008,"Action & Adventure, Dramas, Independent Movies",India,4.1,0,5.870588235,5.634605377,5.89211295,5.602504174,0,5.87016683,5.645200698,5.893255132,5.885855589,0,5.9000999,5.884493042,5.903585657
Crazy Awesome Teachers,2020,"Comedies, Dramas, International Movies",Indonesia,6.1,0,5.90845481,5.888739172,5.903174603,5.892506938,0,5.902152642,5.880270793,5.903174603,5.914916585,0,5.902982107,5.906374502,0
Cuddle Weather,2019,"Dramas, International Movies, Romantic Movies",Philippines,6.2,5.904191617,5.921928166,5.937148218,5.893542074,5.930215827,0,5.910982659,5.923355577,5.891159136,5.934449761,5.904191617,5.910029499,5.913300493,5.902392822
Cut Bank,2014,"Dramas, Thrillers",United States,6.1,5.904187438,5.9,5.9,6.199345747,6.076811594,5.9000999,5.9,5.9,6.186781772,5.957026214,5.904191617,5.9,5.861387354,6.036891794
Dallas Buyers Club,2013,"Dramas, Independent Movies, LGBTQ Movies",United States,8,6.156277436,8.080609565,7.888310451,7.844419742,7.89250015,6.090909091,8.074376893,7.885172005,7.732807582,8.069923167,5.944965787,8.017352267,7.939348429,7.737991266
Dangerous Lies,2020,Thrillers,United States,5.2,5.826724976,5.351335218,5.345590682,5.652091255,5.30344318,5.864102564,5.408533818,5.391623323,5.622222222,5.471575636,5.86278381,5.578583018,5.546363187,5.850715901
Darna Mana Hai,2003,"Horror Movies, International Movies, Thrillers",India,6.3,5.896207585,6.142218247,6.138969404,5.887108014,6.174804382,5.901098901,6.130769231,6.130292745,5.878412132,5.950623441,5.895104895,5.932697807,5.910554562,5.914634146
Dead Kids,2019,"Dramas, International Movies, Thrillers","Philippines, United States",5.6,5.903096903,5.941340782,5.842495479,5.850527325,5.800417014,5.903096903,5.931279621,5.834618916,5.853846154,5.924184261,0,5.915044248,5.911023622,5.90329013
Deadline: Sirf 24 Ghante,2006,"Independent Movies, International Movies, Thrillers",India,6.3,0,5.927024568,5.994484996,5.908795411,5.981181619,0,5.925776965,5.969421488,5.88957529,5.942307692,0,5.901195219,5.925831703,5.9160555
Deewangee,2002,"International Movies, Thrillers",India,6.6,0,6.058703072,6.24853311,5.956521739,6.286931818,0,6.076570219,6.23416039,5.920670391,5.985062241,0,5.895785441,5.953172475,5.934951456
Delhi Belly,2011,"Action & Adventure, Comedies, International Movies",India,7.6,5.904975124,7.508265871,7.370087691,6.319743863,7.520675657,5.900398406,7.498635194,7.361375845,6.283648881,6.644444444,0,6.27735983,6.4831972,5.985714286
Delirium,2018,"Horror Movies, Thrillers",United States,5.7,5.905179283,5.853447354,5.690443172,5.796107641,5.673010465,5.901197605,5.866577896,5.715785411,5.769779287,5.9,5.904191617,5.874404762,5.859453032,5.968339768
Demonic,2015,"Horror Movies, Independent Movies",United States,5.3,5.902675917,5.546113384,5.303672986,5.508913649,5.367750678,5.898210736,5.591350938,5.33212533,5.483515593,5.535135135,5.90329013,5.637837838,5.554129606,5.790486565
Desperados,2020,"Comedies, Romantic Movies",United States,5.2,5.890188305,5.553699789,5.331615518,5.576758045,5.232198142,5.895209581,5.573248408,5.358422939,5.595238095,5.567280027,5.909163347,5.772512938,5.618133616,5.84965035
Dev.D,2009,"Dramas, International Movies, Romantic Movies",India,8,5.896517413,7.736776134,7.951301115,6.106744868,7.90571544,5.896517413,7.723611477,7.941942668,6.086126805,6.818859089,0,6.32754491,6.615044248,5.976672694
Dhamaal,2007,"Action & Adventure, Comedies, International Movies",India,7.3,5.936945813,7.213261649,6.529315127,5.866251039,7.067886179,5.930799605,7.283956126,6.599643811,5.871821306,5.959747546,0,6.023468507,5.796252129,5.892864031
Dhan Dhana Dhan Goal,2007,"Dramas, Music & Musicals, Sports Movies","United Kingdom, India",5,5.904191617,5.639943343,5.222767166,5.849450549,5.266300366,5.904191617,5.64965035,5.252688172,5.865983225,5.771839582,0,5.871785029,5.822304833,5.883218842
Dhobi Ghat (Mumbai Diaries),2010,"Dramas, International Movies",India,7,5.910358566,6.799097292,6.85011582,6.199374218,6.889090542,5.909272183,6.770148433,6.831391784,6.108426966,6.75483871,5.901098901,6.200449775,6.588319088,6.111340206
Dhoondte Reh Jaoge,2009,"Comedies, International Movies, Music & Musicals",India,5.6,0,5.883963056,5.75941807,5.896618357,5.762123198,0,5.884104289,5.76692607,5.891262136,5.905447471,0,5.904095904,5.897943193,5.902985075
Dil,1990,"Comedies, Dramas, International Movies",India,6.7,5.901098901,6.22962963,6.537379632,6.001246883,6.510606061,5.901098901,6.206741573,6.445304043,5.974605954,6.247091034,0,5.977978339,6.173954223,5.934495759
Dil Chahta Hai,2001,"Comedies, Dramas, International Movies",India,8.1,5.933070866,8.174509804,8.019016418,6.110206525,8.149986953,5.934516765,8.162747341,8.107063197,6.221428571,7.216713881,5.902097902,6.987128713,7.147852761,5.866269052
Dil Hai Tumhaara,2002,"Dramas, International Movies, Music & Musicals",India,5.3,0,5.820588235,5.527240773,5.9,5.52621204,0,5.800641026,5.587851078,5.912382739,5.87423905,0,5.93898917,5.812382579,5.893050193
Disco Dancer,1982,"Cult Movies, Dramas, International Movies",India,6.4,0,5.940932642,6.126400996,5.97337884,6.121913237,0,5.945075421,6.066444296,5.961787905,5.988491049,0,5.90563654,5.946279492,5.909020369
District 9,2009,"Action & Adventure, International Movies, Sci-Fi & Fantasy","South Africa, United States, New Zealand, Canada",7.9,6.142024014,7.883982188,7.893639061,7.671937702,7.895640175,6.096905393,7.980587371,7.99235869,7.765870307,7.671161703,5.926738492,7.588150127,7.651444525,7.399267918
Django Unchained,2012,"Action & Adventure, Dramas",United States,8.4,7.232494759,8.591733893,8.394699437,7.97809191,8.396915933,7.019327731,8.689289225,8.393589497,7.973748359,8.285296911,6.124187726,8.456269447,8.268028135,7.953098291
Do Dooni Chaar,2010,"Comedies, International Movies",India,7.6,5.896207585,6.871636675,7.089182692,5.943150685,7.236984839,5.896207585,6.844444444,7.054253612,5.935915493,6.351685393,0,6.037476809,6.236106489,5.917475728
Don,2006,"Action & Adventure, International Movies",India,7.2,5.919329389,7.274266555,6.826356875,6.34819701,7.051112198,5.91541502,7.263499863,6.818580036,6.194811801,6.909701701,5.902097902,6.595710456,6.620935412,6.263523957
Don,2006,"Action & Adventure, International Movies",India,5.7,0,5.9,5.89354537,5.884985563,5.868096515,0,5.896463654,5.893896714,5.883558994,5.903536346,0,5.901783944,5.906374502,5.906374502
Don 2,2011,"Action & Adventure, International Movies, Music & Musicals","India, Germany",7.1,5.930852106,7.32339904,6.464759779,6.06431479,6.969523176,5.926522593,7.318371789,6.461955488,5.997172237,6.707602339,5.909272183,6.687072243,6.332521819,6.117882919
Donnie Brasco,1997,"Dramas, Thrillers",United States,7.7,6.046511628,7.756054123,7.686935505,7.54970563,7.790311263,6.002764538,7.749736779,7.784504469,7.541969619,7.5307197,5.915399803,7.39214982,7.484061925,7.25959151
Doom,2005,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy","United Kingdom, Czech Republic, Germany, United States",5.2,5.879941003,5.34137931,5.211748909,5.343563494,5.208651695,5.879841897,5.345499355,5.212787023,5.256652638,5.637688442,5.899201597,5.739275766,5.575714556,5.789047195
Double World,2020,"Action & Adventure, International Movies",China,6.1,0,5.9,5.986104784,6.016270146,6.010594546,0,5.9,5.939722725,5.981528662,5.961876585,0,5.887356322,5.931675875,5.93924783
Dragonheart,1996,"Action & Adventure, Sci-Fi & Fantasy",United States,6.5,5.905964215,6.633043187,6.389241759,6.36701847,6.391863303,5.905964215,6.525412893,6.28976249,6.361110679,6.822797807,0,6.679019551,6.686463984,6.579589875
Dum,2003,"Action & Adventure, Dramas, International Movies",India,5.6,0,5.874794316,5.713333333,5.880589914,5.736487716,0,5.875815011,5.721361372,5.877478345,5.808265213,0,5.903149606,5.819512195,5.902371542
Duniya,1984,"Action & Adventure, Dramas, International Movies",India,7.3,0,5.940944882,6.028690808,5.86503428,5.990909091,0,5.933136095,5.988899341,5.871709234,5.940117994,0,5.906187625,5.933201581,5.898205384
Duplicate,1998,"Comedies, Dramas, International Movies",India,5.5,5.905383848,5.966181941,5.378845171,5.823880597,5.489493467,5.905383848,5.9,5.329555237,5.775184881,5.9,0,5.964705882,5.783687943,5.952772809
Earth to Echo,2014,"Children & Family Movies, Sci-Fi & Fantasy",United States,5.8,5.896463654,6.054699887,5.724271845,5.676491586,5.716105653,5.896039604,5.9,5.729529012,5.617750957,6.128281138,5.9,6.146707194,6.015824916,5.867934783
Ek Hasina Thi,2004,"Dramas, International Movies, Thrillers",India,7.6,5.895104895,6.743140965,7.235036496,6.120241692,7.221059972,5.895104895,6.701198203,7.201873536,6.054317998,6.594416244,0,6.057350272,6.462664714,5.997409806
Ek Khiladi Ek Haseena,2005,"International Movies, Music & Musicals, Thrillers",India,5.7,0,5.861254613,5.9,5.90430622,5.868728522,0,5.878810409,5.9,5.906576402,5.855662188,0,5.884920635,5.877517107,5.896735905
Ek Main Aur Ekk Tu,2012,"Comedies, International Movies, Romantic Movies",India,5.7,0,5.764766839,5.826638253,5.9,5.737174721,0,5.710294118,5.759648076,5.886206897,6.037925446,0,5.953372434,6.038728324,5.919047619
EMI: Liya Hai To Chukana Padega,2008,"Comedies, Dramas, International Movies",India,4.2,5.899100899,5.721317475,5.495814649,5.89379845,5.411111111,5.899100899,5.739926403,5.518583397,5.88828125,5.844401544,0,5.890049751,5.853125,5.905561072
Encounter: The Killing,2002,"Dramas, Independent Movies, International Movies",India,6.5,0,5.904352127,5.943413729,5.914916585,5.958972047,0,5.904352127,5.942379182,5.906686332,5.909163347,0,0,5.904191617,5.905189621
English Babu Desi Mem,1996,"Comedies, Dramas, International Movies",India,4.7,0,5.734672021,5.038477581,5.853378378,5.105798356,0,5.756633381,5.135077631,5.786547085,5.718902891,0,5.866972477,5.678772379,5.932273152
Equilibrium,2002,"Action & Adventure, Dramas, Sci-Fi & Fantasy",United States,7.4,5.946711153,7.370014393,7.490558634,7.156334811,7.393267202,5.930067895,7.26711608,7.489218184,7.052819061,7.547204969,5.904743083,7.296722145,7.516016204,7.170714139
Evolution,2001,"Comedies, Sci-Fi & Fantasy",United States,6.1,5.896150049,6.180867347,5.998442901,5.99401556,6.097630163,5.894059406,6.177539867,5.998206857,5.993165664,6.084945427,5.902195609,6.173936338,5.988663417,6.095141559
Evvarikee Cheppoddu,2019,"Comedies, International Movies, Romantic Movies",India,7.3,5.905189621,5.987859129,5.996240602,5.899403579,6.085077187,5.905189621,5.978504673,5.996240602,5.899403579,5.902675917,0,5.9,0,0
Exit Strategy,2012,"Comedies, Romantic Movies",United States,3.1,0,5.803875969,5.539448751,5.670265325,5.441137124,0,5.851181102,5.666545784,5.69449113,5.662443439,0,5.851181102,5.754399243,5.863405088
Fakta Ladh Mhana,2011,"Action & Adventure, Dramas, International Movies",India,6.4,0,5.919167473,5.914091351,5.902392822,5.945182413,0,5.919167473,5.921789883,5.903193613,5.895209581,0,0,5.896103896,5.899100899
Fashion,2008,"Dramas, International Movies",India,6.9,5.906281157,6.828076139,6.654156539,6.055226093,6.786026898,5.902097902,6.783544304,6.714471243,6.000638978,6.507996864,5.904191617,6.389020586,6.156750572,5.985086917
Feel the Beat,2020,"Children & Family Movies, Comedies, Dramas",United States,6.3,5.94453125,6.242157284,5.965647544,6.010126582,5.9667332,5.901197605,5.98888107,5.9,5.984791966,6.306576402,5.940667976,6.216017553,6.036512262,5.970077386
Ferrari Ki Sawaari,2012,"Comedies, International Movies, Sports Movies",India,6.4,5.906281157,6.21405727,6.226388889,5.912587413,6.292287807,5.906281157,6.206576402,6.21691688,5.910793934,6.047077409,0,5.935369189,6.018942731,5.912915851
Fida,2004,"International Movies, Romantic Movies, Thrillers",India,5.5,0,5.782926829,5.640963855,5.843382353,5.595465207,0,5.760756193,5.663435195,5.846660395,5.851057402,0,5.9,5.855536627,5.897560976
Final Destination,2000,"Cult Movies, Horror Movies, Thrillers",United States,6.7,5.95483871,6.682526265,6.69266055,6.663087713,6.694559859,5.943339587,6.579894879,6.69108645,6.656564231,6.773441926,5.90652819,6.629284893,6.752867243,6.720883025
Final Destination 2,2003,"Horror Movies, Thrillers","United States, Canada",6.2,5.906015038,6.190887552,6.097255989,6.271137889,6.197015935,5.895238095,6.188225135,6.195096116,6.266423235,6.186146387,5.910703667,6.249931155,6.083252387,6.282529902
Final Destination 3,2006,Horror Movies,"United States, Germany",5.8,5.9,5.9,5.703278312,5.9,5.702312834,5.9,5.9,5.60588697,5.810252204,5.9,5.904170804,6.075302544,5.809552923,6.080239521
Fisherman's Friends,2019,"Comedies, Dramas, Music & Musicals",United Kingdom,6.9,5.905367793,6.216005472,6.413235926,6.536647009,6.556888169,5.905179283,6.126347305,6.304352127,6.471915506,6.39245283,5.900199601,6.00990099,6.133858268,6.169072165
Fiza,2000,"Dramas, International Movies, Music & Musicals",India,6.1,0,6.030890643,5.965229485,5.945977985,5.971703452,0,5.981093936,5.961977186,5.889605735,6.016914367,0,5.939170507,5.937793998,5.963242224
Flash of Genius,2008,Dramas,"Canada, United States",7,5.898101898,6.685352336,6.89006596,6.675684163,6.917646178,5.898101898,6.627564949,6.876167961,6.570114943,6.546892655,0,6.112903226,6.360332193,6.265197061
Forensic,2020,"International Movies, Thrillers",India,6.6,5.905179283,6.151282051,6.034571997,5.882625483,6.228137744,5.901196411,6.140983607,6.02844535,5.884496124,5.924413146,0,5.912340842,5.907317073,5.899601594
Frank & Lola,2016,"Dramas, Thrillers",United States,5.9,0,5.943851769,5.969888588,5.848496605,5.977085243,0,5.967374005,5.964526428,5.9,5.851387461,0,5.920382166,5.868119891,5.809337861
Free State of Jones,2016,"Action & Adventure, Dramas",United States,6.9,5.911045365,6.786557005,6.756293706,6.878210806,6.870677067,5.904761905,6.770180449,6.749930459,6.858302203,6.816666667,5.906560636,6.44388271,6.598704429,6.596191361
From Paris with Love,2010,"Action & Adventure, International Movies","France, United Kingdom, United States",6.5,5.897823937,6.56766893,6.391814818,6.271631206,6.493188707,5.897324083,6.658145862,6.390972122,6.268361939,6.260626046,5.901197605,6.319168174,6.235348311,6.125098382
Gangaajal,2003,"Dramas, International Movies",India,7.8,5.898205384,7.517883072,7.533295901,6.056099456,7.734819954,5.896207585,7.509603748,7.524197997,6.060511591,6.197665937,5.902097902,5.990825688,6.107444169,5.932882012
Gangs of New York,2002,Dramas,"United States, Italy",7.5,6.132055749,7.674516161,7.491516437,7.267304234,7.593689001,6.089828983,7.768646865,7.589456057,7.261368653,7.267477408,5.922986248,7.339631152,7.150330493,7.010385064
Ghayal,1990,"Action & Adventure, Dramas, International Movies",India,7.6,5.9000999,6.634090909,7.071727749,5.966348656,7.227683023,5.9000999,6.618475751,7.115808426,5.983259912,5.807964602,0,5.886510264,5.822304833,5.895275591
Ghost Rider,2007,"Action & Adventure, Sci-Fi & Fantasy","United States, Australia",5.2,5.848833034,5.410549636,5.107576332,5.421066824,5.204416627,5.845454545,5.412394031,5.108617904,5.329134699,5.421672229,5.90952381,5.553669663,5.254721701,5.752342319
Ghost Stories,2020,"Horror Movies, International Movies, Thrillers",India,4.3,5.903193613,5.297424893,4.941386829,5.685141903,4.783968542,5.903193613,5.303673938,4.955920114,5.707937877,5.635835173,0,5.818926297,5.745017182,5.876982592
Ghulam-E-Musthafa,1997,"Action & Adventure, Dramas, International Movies",India,6.6,0,6.109083402,6.11928934,5.914285714,6.212831858,0,6.083333333,6.109882965,5.896153846,5.919047619,0,5.914851485,5.891262136,5.914271556
Gie,2005,"Dramas, International Movies",Indonesia,7.6,5.901098901,6.225798526,6.312121212,5.86539924,6.425453324,5.901098901,6.121052632,6.255063291,5.87114094,6.150946644,0,6.028690808,5.999052133,5.895540139
Gigi,1958,"Classic Movies, Comedies, Music & Musicals",United States,6.7,5.895829196,6.37041653,6.512115505,6.838211502,6.445533769,5.899401795,6.11507166,6.308408133,6.704228661,6.988720949,5.89561753,6.504440877,6.680139575,6.88485198
Ginger & Rosa,2012,"Dramas, Independent Movies","United Kingdom, Denmark, Canada, Croatia",6.3,5.898210736,6.414912745,6.057877001,6.090270666,6.147907623,5.899601594,6.204869651,5.968769519,6.070073625,6.295876718,5.900199601,6.340644683,6.019678715,6.043366619
Gol Maal,1979,"Classic Movies, Comedies, International Movies",India,8.6,5.90802775,7.872907443,8.368442866,6.267455621,8.394034633,5.906560636,7.924014178,8.34819701,6.280421314,6.922222222,5.901197605,6.280314309,6.722392211,5.906542056
GoldenEye,1995,Action & Adventure,"United Kingdom, United States",7.2,6.011214953,7.258536947,7.189022125,6.96381936,7.192408404,5.991674551,7.25431704,7.187997526,6.959340578,6.837888199,5.916666667,6.702380952,6.708536585,6.719029374
Golmaal Returns,2008,"Comedies, International Movies, Music & Musicals",India,5.1,5.894422311,5.411034067,5.177777778,5.727493495,5.149825204,5.894422311,5.420750552,5.191885581,5.729848079,5.715843773,0,5.817828773,5.787285223,5.887972842
Golmaal: Fun Unlimited,2006,"Comedies, International Movies",India,7.4,5.918972332,7.406792637,6.799306696,5.80192926,7.26631016,5.918496538,7.39319925,6.789352738,5.835008375,6.275390381,5.9000999,6.149070331,6.05327405,5.882043935
Good Kids,2016,"Comedies, Independent Movies",United States,6.1,5.903567889,6.193842887,5.9,5.82070006,5.984286612,5.900398406,6.163899285,5.9,5.863371356,6.020886076,5.906467662,6.031649832,5.9,5.853594771
Good People,2014,"Action & Adventure, Thrillers","United States, United Kingdom, Denmark, Sweden",5.5,0,5.695480586,5.462656642,5.675987842,5.536446469,0,5.720578778,5.561293288,5.687514586,5.610192837,0,5.823304562,5.611685013,5.807039337
Goon,2011,"Comedies, Sports Movies","United States, Canada",6.8,5.907699901,6.843961894,6.780057169,6.609059907,6.78642841,5.901783944,6.83835912,6.77816382,6.599924944,6.583788495,5.903193613,6.429018961,6.520708203,6.222673031
Gosford Park,2001,"Comedies, Dramas, International Movies","United States, United Kingdom, Italy",7.2,5.911881188,7.116993464,7.163728691,7.323741739,7.172158568,5.905964215,7.057197364,7.054909255,7.207389032,7.401695748,5.904187438,6.8,7.246453066,7.518902439
Gothika,2003,"Horror Movies, Thrillers","United States, France, Canada, Spain",5.8,5.893096647,5.993038151,5.801743862,5.9,5.703087182,5.892383778,5.811273957,5.704584422,5.808186656,6.091162955,5.900199601,6.236528086,6.085806543,6.110926366
Gran Torino,2008,Dramas,"Germany, United States",8.1,6.260708263,8.183907644,8.093101848,7.971832875,8.095478758,6.180684811,8.181092212,8.092006511,7.966717383,8.070575254,5.96614937,8.086447791,8.046185269,7.904496579
Guilty,2020,"Dramas, International Movies",India,5.5,5.914285714,5.763934426,5.666951415,5.821917808,5.575685172,5.905561072,5.73364486,5.642075257,5.810428305,5.941897233,5.904095904,5.934034767,5.890826521,5.905014749
Gumrah,1993,"Action & Adventure, Dramas, International Movies",India,6.3,0,5.913258637,5.979086892,5.907877041,5.99020979,0,5.910964083,5.972036474,5.903288201,5.931396439,0,5.902371542,5.920153551,5.901390268
Guna 369,2019,"Action & Adventure, Dramas, International Movies",India,6.3,5.904095904,5.911498586,5.907321773,5.894422311,5.930215827,5.904095904,5.909705043,5.906949807,5.896410768,5.891658391,0,5.909163347,5.899201597,5.898101898
Gunjan Saxena: The Kargil Girl,2020,"Action & Adventure, Dramas, International Movies",India,5.2,5.864522417,5.511209964,5.121385876,5.9,5.013442995,5.858823529,5.452129817,4.922981366,5.842522231,6.335701275,5.908374875,6.166197183,6.285794655,5.987345385
Guru,2007,"Dramas, International Movies",India,7.7,5.906965174,7.685440383,7.43616037,6.183828775,7.590069623,5.901196411,7.664590321,7.422861311,6.141284404,6.711764706,5.904095904,6.319308357,6.533448873,5.991833189
Guzaarish,2010,"Dramas, International Movies",India,7.4,5.905351833,7.401888042,7.029373934,6.280037198,7.273513787,5.904865938,7.272257567,7.001708359,6.103546099,7.133784209,5.900199601,6.695535714,6.751696607,6.208710218
Hamara Dil Aapke Paas Hai,2000,"Dramas, International Movies, Music & Musicals",India,5.6,0,5.826586103,5.707792208,5.869784173,5.686828585,0,5.839616613,5.683286119,5.853505535,5.921445405,0,5.906716418,5.913344887,5.908171206
Happy Old Year,2019,"Dramas, International Movies, Romantic Movies",Thailand,7.3,5.905189621,6.272911788,6.212158055,5.954820416,6.425341131,5.905189621,6.187394958,6.174598071,5.93957935,6.097250859,0,5.989138577,5.984210526,5.915841584
Hard Kill,2020,Action & Adventure,United States,2.9,0,5.662790698,5.116918429,5.297402597,4.660784314,0,5.689493433,5.191975309,5.335914333,5.73030303,0,5.870564916,5.816813294,5.858579882
Harud,2010,"Dramas, International Movies",India,6.5,0,5.946511628,5.968069533,5.86408787,5.969707401,0,5.945092323,5.954243542,5.863723608,5.919211823,0,5.904187438,5.911817279,5.904975124
Haseena Maan Jaayegi,1999,"Action & Adventure, Comedies, Dramas",India,6.2,5.901098901,6.02547993,6.012549191,5.865630713,6.101283317,5.901098901,6.059036145,6.06332574,5.881690141,5.792216582,0,5.9,5.804972376,5.884225901
Hattrick,2007,"Comedies, Dramas, International Movies",India,4.2,0,5.744719927,5.549275362,5.860541586,5.412639405,0,5.746722068,5.556101556,5.85631068,5.880272109,0,5.897211155,5.880392157,5.903585657
Hazaaron Khwaishein Aisi,2003,"Dramas, International Movies, Romantic Movies","India, France",7.9,5.895104895,6.715165877,7.459181046,6.037299035,7.463794984,5.895104895,6.678252902,7.426072697,5.966388657,6.32804878,0,5.981818182,6.218518519,5.988505747
Head On,1998,"Dramas, Independent Movies, LGBTQ Movies",Australia,6.5,0,6.019230769,6.081141046,6.402297835,6.40806142,0,5.99452401,6.123943662,6.426963103,5.9,0,5.922285175,5.824412003,5.922064057
Hell and Back,2015,"Action & Adventure, Comedies, Independent Movies",United States,5.4,5.894527363,5.610719834,5.566500167,5.684862091,5.5240387,5.900398406,5.646820809,5.590114068,5.706228842,5.618410042,5.899100899,5.788730025,5.74345898,5.824208566
Hellboy,2004,"Action & Adventure, Cult Movies, Sci-Fi & Fantasy",United States,6.8,6.035087719,6.784446019,6.793766709,6.968198901,6.795786024,6.014336918,6.781687963,6.792862694,6.963417473,6.771061093,5.917786561,6.698511502,6.749141049,6.859663529
Hello Brother,1999,"Action & Adventure, Comedies, International Movies",India,4.8,5.900299103,5.524374421,4.941539695,5.735371179,5.027064595,5.899201597,5.59296875,4.973117375,5.753790614,5.638967136,5.901098901,5.804977376,5.747708895,5.878592093
Hera Pheri,1976,"Action & Adventure, Comedies, Dramas",India,6.8,0,6.034948097,6.200798935,5.933027523,6.270899471,0,6.025874126,6.183139136,5.93271028,5.959663866,0,5.907616222,5.946153846,5.9
Heroine,2012,"Dramas, International Movies",India,5.1,5.901098901,5.410209663,5.338855422,5.78028169,5.111968236,5.901098901,5.35922725,5.262768195,5.788299817,5.936948298,0,5.863800164,5.984542587,5.9
Hide & Seek,2010,"Horror Movies, International Movies, Thrillers",India,4.2,0,5.85631068,5.704278075,5.853398058,5.666353544,0,5.859143969,5.741441441,5.854907677,5.85862069,0,5.896207585,5.865182987,5.899100899
Hisss,2010,"Horror Movies, International Movies, Thrillers","India, United States",2.8,0,5.071755725,4.518403548,5.460784314,4.196396396,0,5.119107283,4.607580175,5.511735122,5.512998267,0,5.826724976,5.659778598,5.830843841
Honeymoon Travels Pvt. Ltd.,2007,"Comedies, Dramas, International Movies",India,6.1,0,5.928724163,6.013644214,5.961403509,5.962292609,0,5.92609017,5.953639314,5.918346957,6.023052464,0,5.913467049,5.979618387,5.943930636
Hoodwinked Too! Hood vs. Evil,2011,"Children & Family Movies, Comedies",United States,4.7,5.8417154,4.937399429,4.979416082,5.417082838,4.843798682,5.857114818,4.923925952,4.945298446,5.401427297,5.181293952,5.889054726,5.409683996,5.355373406,5.794632991
Hop,2011,"Children & Family Movies, Comedies",United States,5.4,5.836917222,5.545470047,5.436124557,5.586021505,5.237553648,5.846480231,5.402232067,5.269176796,5.53065064,5.9,5.895256917,5.9,5.9,5.943693694
Horns,2013,"Dramas, Horror Movies, Sci-Fi & Fantasy","United States, Canada",6.5,5.8765625,6.468490705,6.385022317,6.341819874,6.389440784,5.884812623,6.454696466,6.38075887,6.3300014,6.46223565,5.894029851,6.407706507,6.424395161,6.297100822
Horse Girl,2020,"Dramas, Independent Movies",United States,5.9,5.89154519,5.97105644,5.9,5.840866367,5.986636376,5.896850394,6.021476247,5.9,5.847147572,5.9,5.892885375,5.9,5.953553182,5.831839258
Hot Gimmick: Girl Meets Boy,2019,"Dramas, International Movies",Japan,4.5,5.898101898,5.829636711,5.817027281,5.884600197,5.832075472,0,5.888404361,5.859689922,5.883399209,5.795097132,5.898101898,5.840926641,5.860544218,5.9000999
Hotel Pacific,1975,"Classic Movies, Dramas, International Movies","Poland,",7.3,0,6.013868613,6.270481928,6.035695765,6.371618037,0,5.979342723,6.229039813,6.029126214,6.019255223,0,5.940856031,5.95,5.92109375
House Arrest,2019,"Comedies, Independent Movies, International Movies",India,5.5,5.904095904,5.850829563,5.735729847,5.862895494,5.686697248,5.904095904,5.856494523,5.751807229,5.866183575,5.857038391,0,5.890416263,5.873724735,5.898609732
How to Be a Player,1997,Comedies,United States,5.4,5.910945274,5.915966387,5.526329687,5.65401662,5.500400802,5.904095904,5.888028169,5.548859394,5.69127864,5.816138329,5.887649402,5.929115128,5.808163265,5.83664825
I Am,2010,"Dramas, Independent Movies, International Movies","India, Japan",3.4,0,5.841176471,5.507925801,5.606531333,5.315503876,0,5.857480315,5.562629758,5.636028751,5.810219675,0,5.891633466,5.846783626,5.877952756
I Am,2010,"Dramas, Independent Movies, International Movies","India, Japan",6.9,0,6.050905953,6.183983573,5.959259259,6.240993789,0,6.045518453,6.153912419,5.917779868,6.022463768,0,5.920568071,5.963242224,5.937278107
I Am Kalam,2010,"Children & Family Movies, Comedies, Dramas",India,8,5.902097902,6.971794872,7.135181644,5.975524476,7.418926397,5.902097902,6.933510074,7.159663866,5.951971326,6.193879239,0,6.00585458,6.047430117,5.938011696
